,,,,,,Experiment 1,
3 min,Paraphrasing,TRUE,"Cloud computing offers convenient access to computing resources and storage capacity on an as-needed basis. Applications and data are hosted in data centers managed by third-party providers, utilizing a pay-per-use pricing model. This arrangement enables organizations to prioritize their core business objectives without the burden of overseeing in-house IT infrastructure.","Cloud computing provides access to on-demand computing resources and storage space, whereby applications and data are hosted with data centers managed by third parties, on a pay-per-use price model. This allows organizations to focus on core business goals instead of managing in-house IT infrastructure.   ",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A646329&c=19&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
3 min,Paraphrasing,TRUE,"Amid the COVID-19 pandemic, there has been a rapid acceleration of digital transformation among companies striving to meet evolving customer needs. Consequently, the aim of this research is to explore how Swedish retailers operating in the furniture sector can effectively manage technological touchpoints within customer journeys.","During the corona pandemic, the digital transformation has accelerated for companies to adapt to customers. Therefore, the purpose of the research is to understand how swedish retailers can manage technological touchpoints in customer journeys in the furniture sector.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1573851&c=22&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,TRUE,TRUE
3 min,Paraphrasing,FALSE,"She argues that the Somali diaspora's sense of duty stems from their cultural and religious backgrounds, motivating them to provide financial support and aid to their relatives. This practice is widespread among adult Somali Swedes and Somalis residing in other regions. Additionally, there's a notable trend of contributing to disaster relief efforts, such as drought relief, reflecting a shared commitment to solidarity and urgency. Importantly, the assistance offered transcends regional affiliations and is often driven by a combination of humanitarian concerns and familial responsibilities. Given the enduring impact of the civil war on many Somalis, whether the support provided is primarily motivated by religious obligation, humanitarian values, or familial ties can be complex and multifaceted.","The war thus makes itself of particular relevance for the NATO states and EU states, especially in regards to states such as Ukraine that were formerly aligned to the Soviet Union. Considering that the Russia-Ukraine war has already advanced from a national crisis into a global geopolitical conflict, it risks resulting into serious adversaries towards the main actors and other nations in general. ",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1762452&c=5&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
3 min,Paraphrasing,FALSE,"The conflict holds particular significance for NATO and EU member states, particularly those, like Ukraine, with historical ties to the Soviet Union. As the Russia-Ukraine conflict escalates from a domestic issue to a global geopolitical struggle, it poses substantial risks of creating adversarial relationships among major powers and other nations worldwide.","She continues to say that the Somali diaspora’s commitment or obligation is based on their culture and religion. Hence why they remit and support their kinship. Many adult Somali Swedes and Somalis in other parts of the world have participated in this practice. Besides, people have widely expressed donations for drought relief and other forms of disaster donations. This is a common practice, that is, little or no attention is paid to the affiliation of certain regions, but based on a sense of urgency and solidarity, even for the economy, the same is true for people with very limited means. Also, because many Somalis suffered physical pain during the civil war, or had family members or friends who were or have been affected, it is not always clear if they remit because of religious and humanitarian obligations or because they feel responsible for their family.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1532847&c=4&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
3 min,Paraphrasing,FALSE,"The historical artifacts nestled within Swedish forests face a threat from the routine use of heavy machinery during soil preparation, scarification, and regeneration endeavors. The risk arises primarily from the lack of precise information regarding the whereabouts of these remnants or inaccuracies in their documentation. Among the most fragile of these historical vestiges are the remnants of past charcoal production, whose traces have endured over time.","International migration has had a steady growth over the last decades and the integration of immigrants into the labour market is a challenge for many countries. Previous literature has found that immigrants, especially non-European immigrants, are disadvantaged in the labour market, and that the size of this disadvantage differs between male and female immigrants. One potential explanation for non-European immigrants’ labour market disadvantage is discrimination, which can be expressed through negative attitudes towards immigrants.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1571473&c=9&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
5 min,Paraphrasing,FALSE,"In recent decades, international migration has seen consistent growth, presenting a challenge for many countries in terms of integrating immigrants into the labor market. Existing research indicates that immigrants, particularly those from non-European backgrounds, face difficulties in gaining a foothold in the labor market, with variations observed between male and female immigrants. Discrimination is proposed as a potential explanation for the disadvantaged position of non-European immigrants in the labor market, often manifested through negative attitudes towards immigrants.","Historical remains in Swedish forests are at risk of being damaged by heavy machineryduring regular soil preparation, scarification, and regeneration activities. Thereason for this is that the exact locations of these remains are often unknown or theirrecords are inaccurate. Some of the most vulnerable historical remains are the tracesleft after years of charcoal production.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1567620&c=7&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduatewa,FALSE,FALSE
4 min,Paraphrasing,FALSE,"In contemporary times, companies are increasingly recognizing the significance of implementing effective maintenance strategies for their production processes. Maintenance directly influences factors such as quality, performance, and availability, thereby aiding in the optimization of production processes to deliver high-quality products at minimal production costs. A novel approach to maintenance, known as e-maintenance, has emerged recently. This approach offers a streamlined solution for managing maintenance activities by incorporating features such as condition monitoring, documentation, and personalized maintenance recommendations tailored to align with the company's objectives and vision.",Mostly it is not always a good strategy to perform maintenance actions after a breakdown occurs. The breakdown may cause more cost and unexpected stoppage when it happens ina non-convenient time. Also the breakdown may cause secondary problems or it could become sources of other big problems. Scheduled maintenance may become a solution for this problem in the form of stopping the equipment routinely for checking and repairing. ,https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A691102&c=14&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
10 min,Paraphrasing,FALSE,"Adopting a strategy of performing maintenance actions solely in response to breakdowns is not always optimal. Breakdowns can lead to increased costs and unexpected downtime, particularly when they occur at inconvenient times. Moreover, such breakdowns may trigger secondary issues or escalate into larger problems. Scheduled maintenance offers a solution to mitigate these risks by proactively stopping equipment at regular intervals for inspection and repair, thereby minimizing the likelihood of unexpected breakdowns and their associated consequences.","Nowadays, companies started to realize the impact of a good maintenance strategy on the production process. Quality, performance as well as availability are affected by maintenance; existing maintenance strategies help to optimize the production process to achieve high quality products with a low production cost. A new strategy of maintenance has immerged recently, e-maintenance provides an easy solution to follow up with maintenance, it provides condition monitoring, documentation, and it also gives you the best maintenance solution that fits your goals and vision.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A691102&c=14&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
4 min,Paraphrasing,FALSE,"The cultures of the Middle East, encompassing Turkey as well, share certain common characteristics. Like any other culture, the people of the Middle East possess their distinct set of cultural values, beliefs, and customs. According to Hall, Middle Eastern cultures place a strong emphasis on hospitality and mutual respect. Interviewees from Turkey used terms such as hospitable, respectful, and helpful to characterize the representatives of their culture.","Global warming issues are a widespread problem around the world and the emissions of greenhouse gases is one of the main contributors. The transport sector emits a significant amount of greenhouse gas emissions; thus, this contributes to global warming. To tackle this challenge the Swedish state introduced in July 2018 a system called bonus-malus system which aims to increase the proportion of eco-friendly cars and in the long run reducing greenhouse gases emissions from the transport sector.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1668904&c=18&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
3 min,Paraphrasing,FALSE,"Global warming poses a pervasive challenge worldwide, with emissions of greenhouse gases serving as a primary contributor. The transport sector, in particular, accounts for a substantial portion of these emissions, exacerbating the issue of global warming. In response, the Swedish government implemented the bonus-malus system in July 2018. This system is designed to incentivize the adoption of eco-friendly vehicles, thereby gradually reducing greenhouse gas emissions from the transportation sector over time.","the cultures of the Middle East, which also includes the culture of Turkey, have some common characteristics. The people of the Middle East, like other cultures, have their own unique set of cultural values, beliefs, and customs. Hall explains that Middle Eastern cultures emphasize hospitality and respect for one another. Hospitable, respectful, and helpful are the words the Turkish interviewees used to describe the representatives of their culture.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1793016&c=17&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
3 min,Paraphrasing,FALSE,"Cloud computing offers convenient access to computing resources and storage capacity on an as-needed basis. Applications and data are hosted in data centers managed by third-party providers, utilizing a pay-per-use pricing model. This arrangement enables organizations to prioritize their core business objectives without the burden of overseeing in-house IT infrastructure.","During the corona pandemic, the digital transformation has accelerated for companies to adapt to customers. Therefore, the purpose of the research is to understand how swedish retailers can manage technological touchpoints in customer journeys in the furniture sector.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A1573851&c=22&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
3 min,Paraphrasing,FALSE,"Amid the COVID-19 pandemic, there has been a rapid acceleration of digital transformation among companies striving to meet evolving customer needs. Consequently, the aim of this research is to explore how Swedish retailers operating in the furniture sector can effectively manage technological touchpoints within customer journeys.","Cloud computing provides access to on-demand computing resources and storage space, whereby applications and data are hosted with data centers managed by third parties, on a pay-per-use price model. This allows organizations to focus on core business goals instead of managing in-house IT infrastructure.",https://www.diva-portal.org/smash/record.jsf?dswid=-3523&pid=diva2%3A646329&c=19&searchType=SIMPLE&language=en&query=&af=%5B%22topOrganisationId%3A4853%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false&sf=undergraduate,FALSE,FALSE
,Cross referencing ,TRUE,"According to the World Bank’s (2019) latest Migration and Development Brief, remittancesto low and middle-income countries reached a record high in 2018.","Remittances to low- and middle-income countries reached a record high in 2018, according to the World Bank’s latest Migration and Development Brief.",https://www.diva-portal.org/smash/record.jsf?dswid=-2585&pid=diva2%3A1532847&c=4&searchType=SIMPLE&language=en&query=&af=%5B%22publicationTypeCode%3AstudentThesis%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%2C%22topOrganisationId%3A4853%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false,TRUE,
,Cross referencing ,TRUE," Officially recorded annual remittance flows to low and middle-income countries have reached $529 billion in 2018, which is over the previous record high of $483 billion in 2017 (World Bank, 2019).","The Bank estimates that officially recorded annual remittance flows to low- and middle-income countries reached $529 billion in 2018, an increase of 9.6 percent over the previous record high of $483 billion in 2017. Global remittances, which include flows to high-income countries, reached $689 billion in 2018, up from $633 billion in 2017.",https://www.diva-portal.org/smash/record.jsf?dswid=-2585&pid=diva2%3A1532847&c=4&searchType=SIMPLE&language=en&query=&af=%5B%22publicationTypeCode%3AstudentThesis%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%2C%22topOrganisationId%3A4853%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false,FALSE,
,Cross referencing ,TRUE,"One of the oldest and most popular way of using short-term capital flows for speculation is carry trade (Burnside, Eichenbaum and Rebelo, 2011).",We examine the empirical properties of the payo!s to two popular currency speculation strategies: the carry trade and momentum. We review three possible explanations for the apparent profitability of these strategies. The first is that speculators are being compensated for bearing risk. The second is that these strategies are vulnerable to rare disasters or peso problems. The third is that there is price pressure in currency markets.,https://www.diva-portal.org/smash/record.jsf?dswid=-2585&pid=diva2%3A541562&c=25&searchType=SIMPLE&language=en&query=&af=%5B%22publicationTypeCode%3AstudentThesis%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%2C%22topOrganisationId%3A4853%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false,TRUE,
,Cross referencing ,TRUE,"In a critical overview about child labour and africanists scholarship, Grier (2004) argues that Africanist academics frequently treat children and teenagers who work as invisible, because they were continued to be undertheorized and underresearched although they were present everywhere in sub-Saharan Africa's wage and nonwage labor markets, not only in Zimbabwe.","One of the areas too often neglected by Africanist scholars and adolescent labor. I call African children and adolescents ""invisible hands"" in my work on child labor in colonial Zimbabwe because, they were ubiquitous in the wage and nonwage labor force, not only in Zbabwe but elsewhere in sub-Saharan Africa as well, they were and co to be underresearched and undertheorized (Grier 1994b; 2004).",https://www.diva-portal.org/smash/get/diva2:1732947/FULLTEXT01.pdf,TRUE,
,Cross referencing ,TRUE,"Consumer behavior is influenced through social media by facilitating a platform where emotions, opinions and feelings can be shared that transcends physical limitations instantaneously allowing consumers access to networks. It is estimated that roughly 4.4 billion people are actively a part of these networks (Dean, 2021).","On average, 61.4% of the world are active social media users, regardless of age On average, 80.8% of the world’s population aged 18+ are active on social media USA has 72.5% regardless of age, 88.6% for only those aged 18+ years UK has 84.4% regardless of age, 92.4% for only those aged 18+ years Canada has 85.7% regardless of age, 90.8% for only those aged 18+ years Australia has 81% regardless of age, 91.5% for only those aged 18+ years India has 32.8% regardless of age, 40.2% for only those aged 18+ years",https://backlinko.com/social-media-users,FALSE,
,Cross referencing ,FALSE,"According to the World Bank’s (2019) latest Migration and Development Brief, remittancesto low and middle-income countries reached a record high in 2018.","On average, 61.4% of the world are active social media users, regardless of age On average, 80.8% of the world’s population aged 18+ are active on social media USA has 72.5% regardless of age, 88.6% for only those aged 18+ years UK has 84.4% regardless of age, 92.4% for only those aged 18+ years Canada has 85.7% regardless of age, 90.8% for only those aged 18+ years Australia has 81% regardless of age, 91.5% for only those aged 18+ years India has 32.8% regardless of age, 40.2% for only those aged 18+ years",https://backlinko.com/social-media-users,FALSE,
,Cross referencing ,FALSE,"Consumer behavior is influenced through social media by facilitating a platform where emotions, opinions and feelings can be shared that transcends physical limitations instantaneously allowing consumers access to networks. It is estimated that roughly 4.4 billion people are actively a part of these networks (Dean, 2021).","Remittances to low- and middle-income countries reached a record high in 2018, according to the World Bank’s latest Migration and Development Brief.",https://www.diva-portal.org/smash/record.jsf?dswid=-2585&pid=diva2%3A1532847&c=4&searchType=SIMPLE&language=en&query=&af=%5B%22publicationTypeCode%3AstudentThesis%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%2C%22topOrganisationId%3A4853%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false,FALSE,
,Cross referencing ,FALSE," Officially recorded annual remittance flows to low and middle-income countries have reached $529 billion in 2018, which is over the previous record high of $483 billion in 2017 (World Bank, 2019).","One of the areas too often neglected by Africanist scholars and adolescent labor. I call African children and adolescents ""invisible hands"" in my work on child labor in colonial Zimbabwe because, they were ubiquitous in the wage and nonwage labor force, not only in Zbabwe but elsewhere in sub-Saharan Africa as well, they were and co to be underresearched and undertheorized (Grier 1994b; 2004).",https://www.diva-portal.org/smash/get/diva2:1732947/FULLTEXT01.pdf,FALSE,
,Cross referencing ,FALSE,"In a critical overview about child labour and africanists scholarship, Grier (2004) argues that Africanist academics frequently treat children and teenagers who work as invisible, because they were continued to be undertheorized and underresearched although they were present everywhere in sub-Saharan Africa's wage and nonwage labor markets, not only in Zimbabwe.","The Bank estimates that officially recorded annual remittance flows to low- and middle-income countries reached $529 billion in 2018, an increase of 9.6 percent over the previous record high of $483 billion in 2017. Global remittances, which include flows to high-income countries, reached $689 billion in 2018, up from $633 billion in 2017.",https://www.diva-portal.org/smash/record.jsf?dswid=-2585&pid=diva2%3A1532847&c=4&searchType=SIMPLE&language=en&query=&af=%5B%22publicationTypeCode%3AstudentThesis%22%2C%22language%3Aeng%22%2C%22thesisLevel%3AM2%22%2C%22topOrganisationId%3A4853%22%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=50&sortOrder=author_sort_asc&sortOrder2=title_sort_asc&onlyFullText=false,FALSE,
,Cross referencing ,FALSE,"One of the oldest and most popular way of using short-term capital flows for speculation is carry trade (Burnside, Eichenbaum and Rebelo, 2011). I",The transition from low-skilled labor has resulted in the Chinese population choosing education to find a good job and avoid competing with robots that are taking over the production lines in traditional low-skilled labor factories. China has made a tremendous transition from the world's largest pool of cheap labor force into the world's largest skilled labor pool.,https://www.diva-portal.org/smash/get/diva2:1576676/FULLTEXT01.pdf,FALSE,